Date,Name,Description,New to Fora,Continent,Country ,Region,Partner,Style,Season,< $500 option(s),Magic Content,Instagram In-Feed,Instagram Story,Non-Editable Assets,Video Template,PDF Template,Mailchimp,Notes,Article Title (Fora HQ reference)
Evergreen,Partner Spotlight: The Other House,"TOH is a chic London retreat that combines the comforts of home, the luxury of a hotel and the exclusivity of a private members club.",No,Europe,England,London,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Sea Containers,Sea Containers is a former sea-container HQ turned sleek London retreat with river views and a stylish wellness center.,No,Europe,England,London,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Canne Bianche,Canne Bianche is a coastal retreat in Puglia with a boho aesthetic and a sea-inspired spa.,No,Europe,Italy,Puglia,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: FH55 Hotels,"FH55 includes four urban hotels in Florence and Rome, and a countryside retreat in the Tuscan hills.",No,Europe,Italy,Multiple,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: L'oscar London,"L'oscar is an opulently restored Baroque gem near Covent Garden, offering eclectic décor, cheeky elegance and a chic restaurant.",No,Europe,England,London,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Proper Hotels,Proper Hotels are creative hubs with iconic design and top-tier culinary and wellness experiences.,No,North America,United States,Multiple,Fora Reserve,General ,General ,No,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Singer Palace Hotel,"Singer Palace Hotel is a luxury boutique stay steps from the Trevi Fountain, with a charming rooftop offering 1920s-inspired cocktails.",No,Europe,Italy,Rome,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: NIHI Sumba,"NIHI Sumba combones barefoot luxury with immersive experiences, nature-focused wellness and garden-to-table dining on Sumba Island.
",No,Asia,Indonesia,Sumba Island,Fora Reserve,General ,General ,No,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Relegance Collection,Relegance showcases refined elegance on Venice’s Grand Canal at Palazzina Grassi and alpine-chic serenity at Rosapetra Spa Resort in the Dolomites.,No,Europe,Italy,Multiple,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Palácio Ludovice,"Palácio Ludovice is a 300-year-old palacete, once home to King João’s architect.",No,Europe,Portugal ,Lisbon,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Sublime Hotels,"Sublime comprises an eco-luxury retreat with a bio pool and beach club in Comporta, and an intimate Lisbon escape with an excellent restaurant.",No,Europe,Portugal ,Multiple,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Parco dei Principi Sorrento,"Parco dei Principi Sorrento is all oceanfront elegance in blue-and-white hues, with secret access to a private beach.",No,Europe,Italy,Sorrento,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Taskonaklar Hotel Cappadocia,Taskonaklar Hotel Cappadocia is a Turkish cave hotel with plush but homey rooms and authentic local experiences.,No,Europe,Turkey,Cappadocia,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: The Zetter,"The Zetter brings quintessential British style to some of London's most historic locations, with spaces thoughtfully designed for gathering and connecting.",No,Europe,England,London,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: O2 Beach Club & Spa,"All-inclusive beachfront luxury in Barbados with a colorful, local vibe.",No,Caribbean ,England,N/A,Fora Reserve,General ,General ,No,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Río Perdido,"A secluded eco-resort with thermal rivers, ziplining and jungle bungalows.",No,Central America,Costa Rica,Guanacaste,Fora Reserve,General ,General ,No,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Elounda Beach Hotel & Villas,This five-star resort in Crete has been setting the standard for luxury since 1971.,No,Europe,Greece,Crete,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Savoy Signature,A collection of seaside resorts in Madeira.,No,Europe,Portugal ,Madeira,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Paséa Hotel & Spa,"Beachy SoCal vibes and Balinese-inspired pampering, just steps from Huntington Beach.",No,North America,United States,California,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Nobu Hotel Chicago,Sleek Japanese minimalism and urban cool in the heart of Fulton Market.,No,North America,United States,Chicago,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Terranea Resort,A sprawling Californian coastal resort that transports you to the Mediterranean.,No,North America,United States,California,Fora Reserve,General ,General ,No,Magic page,,,,,,,,
Evergreen,Partner Spotlight: College Green Hotel Dublin,A stylish former bank building in the historic heart of Dublin.,No,Europe,Ireland,Dublin,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,"Hotel Detail Page: Caruso, A Belmond Hotel, Amalfi Coast", A restored 11th-century palace perched in the small town of Ravello in the Amalfi Coast.,No,Europe,Italy,Amalfi Coast,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Rio Sagrado, a Belmond Hotel, Sacred Valley",Rio Sagrado is perfect for acclimation and exploring the Sacred Valley and Machu Picchu.,No,South America,Peru,Cusco,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Palacio Nazarenas, A Belmond Hotel, Cusco",Palacio Nazarena is where ancient Inca stonework meets colonial splendor.,No,South America,Peru,Cusco,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Napasai, A Belmond Hotel, Koh Samui",Napasai is a luxe escape surrounded by lush groves and colorful flora in Koh Samui.,No,Asia,Thailand,Koh Samui,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Mount Nelson, A Belmond Hotel, Cape Town",Luxurious escape at Table Mountain’s foot.,No,Africa,South Africa,Cape Town,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Maroma, A Belmond Hotel, Riviera Maya",Beachside paradise in the Riviera Maya.,No,North America,Mexico,Riviera Maya,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Le Manoir aux Quat ’Saisons, A Belmond Hotel, Oxfordshire",A culinary and garden paradise in Oxfordshire.,No,Europe,England,Oxford,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Las Casitas, A Belmond Hotel, Colca Canyon",Las Casitas blends contemporary luxury with unspoiled farmlands.,No,South America,Peru,Cusco,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: La Samanna, A Belmond Hotel, St. Martin",St. Martin’s ultimate luxury beachfront resort.,No,North America,Caribbean,St. Martin,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: La Residencia, A Belmond Hotel, Mallorca",Hillside retreat with ocean views.,No,Europe,Spain,Mallorca,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: La Residence Phou Vao, A Belmond Hotel, Luang Praban","La Résidence Phou Vao has a prized location in this UNESCO Heritage region of Laos, complete with spectacular mountain vistas. ",No,Asia,Laos,Luang Prabang,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: La Residence D’Angkor, A Belmond Hotel, Siem Riep",Luxurious retreat near iconic Angkor Wat.,No,Asia,Laos,Siem Reap,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Jimbaran Puri, A Belmond Hotel, Bali",Serene retreat on Bali’s best beach.,No,Asia,Indonesia,Bali,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Hotel das Cataratas, A Belmond Hotel, Iguazu Falls",Luxurious retreat in Iguazu National Park.,No,South America,Brazil,Iguazu Falls,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Grand Hotel Timeo, A Belmond Hotel, Taormina","Grand Hotel Timeo is a sanctuary with terraced gardens, a panoramic pool and variety of activities, from cultural tours to culinary experiences. ",No,Europe,Italy,Siciliy,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: El Encanto, A Belmond Hotel, Santa Barbara",Serene coastal escape among seven acres of gardens overlooking the Santa Barbara coast.,No,North America,United States,Santa Barbara,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Copacabana Palace, a Belmond Hotel, Rio de Janeiro",Brazilian beachfront icon with a century of history.,No,South America,Brazil,Rio De Janeiro,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Cipriani, A Belmond Hotel, Venice",Iconic Venice escape with 270 lagoon views.,No,Europe,Italy,Venice,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Castello di Casole, a Belmond Hotel, Tuscany",Tuscan countryside castle from the 10th century.,No,Europe,Italy,Tuscany,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Casa de Sierra Nevada, A Belmond Hotel, San Miguel de Allende",Casa de Sierra Nevada comprises six historic houses from the 17th and 18th century in the historic city of San Miguel De Allende.,No,North America,Mexico,San Miguel De Allende,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Cap Juluca, A Belmond Hotel, Anguilla",Caribbean escape on Maundays Bay in Anguilla.,No,North America,Multiple,Anguilla,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Romazzino, A Belmond Hotel, Costa Smeralda",A Sardinian beachfront paradise in Costa Smeralda.,No,Europe,Italy,Sardinia,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Villa Sant ’Andrea, A Belmond Hotel, Taormina Mare",This secluded hotel has a reputation as one of the most romantic hotels in Taormina.,No,Europe,Italy,Siciliy,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Villa San Michele, A Belmond Hotel, Florence","Villa San Michele overlooks the Florence skyline from the Fiesole hills, and is surrounded by the woodlands where Leonardo Da Vinci once dreamt of flight.",No,Europe,Italy,Florence,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Villa Margherita, Amalfi Coast","Villa Margherita is a hideaway on the Amalfi Coast, offering total privacy in two exclusive suites.",No,Europe,Italy,Amalfi Coast,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: The Cadogan, A Belmond Hotel, London",Cadogan combines classic grandeur and contemporary sophistication.,No,Europe,England,London,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Splendido Mare, A Belmond Hotel, Portofino","This stylish guest house exudes a laid-back vibe, offering an intimate atmosphere that mirrors the village’s glamorous spirit.",No,Europe,Italy,Portofino,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Splendido, A Belmond Hotel, Portofino","Glamour above Portofino’s rugged coastline.
",No,Europe,Italy,Portofino,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Sanctuary Lodge, A Belmond Hotel, Machu Picchu","Exclusive access to Machu Picchu’s ancient wonders.
",No,South America,Peru,Machu Picchu,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Reid’s Palace, A Belmond Hotel, Madeira","Reid’s Palace is an opulent stay on the shores of Funchal, Madeira.",No,Europe,Portugal ,Madeira,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Monasterio, A Belmond Hotel, Cusco","Monasterio is a protected national monument, and seamlessly combines historic grandeur with the modern opulence.",No,South America,Peru,Cusco,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Miraflores Park Hotel, A Belmond hotel, Lima","Lima’s luxury oasis in fashionable Miraflores.
",No,South America,Peru,Lima,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: British Pullman, A Belmond Train, England","Luxurious travel across Great Britain.
",No,Europe,England,London,Belmond,General ,General,No,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: One Aldwych,Quintessential British charm in a former newspaper HQ.,No,Europe,England,London,Fora Reserve,General ,General,No,Magic Page,,,,,,,,
Evergreen,"Hotel Detail Page: Il Bottaccio, Relais & Châteaux","An intimate Tuscan retreat in a restored 18th-century mill, ideal for art aficionados, nature enthusiasts and foodies.",No,Europe,Italy,Tuscany,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: Rancho Santana,"A secluded Nicaraguan escape with the perfect mix of jungle, beach and adventure.",No,Central America,Nicaragua,Tola,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: Palazzo Talìa,"A 15th-century palazzo turned boutique hotel, steps from the Trevi Fountain.",No,Europe,Italy,Rome,Fora Reserve,General ,General,No,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: A77 Suites,Exclusive boutique luxury in Athens' Plaka neighborhood.,No,Europe,Greece,Athens,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: Hartwell House Hotel & Spa,A stately British spa retreat with a royal history.,No,Europe,England,Buckinghamshire,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: Pillows Grand Boutique Hotel Maurits at the Park,A contemporary urban sanctuary by Oosterpark.,No,Europe,Netherlands,Amsterdam,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: The Ned City of London,1920s decadence in a former bank HQ.,No,Europe,England,London,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: Gran Hotel Inglés,Old World charm with a modern twist in Madrid's literary quarter.,No,Europe,Spain,Madrid,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: bluegr,"Cretan havens that balance of nature, art and wellness.",No,Europe,Greece,Crete,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: The LINE,"Chic design, great eats and fun happenings in LA, DC, Austin and San Francisco.",No,North America,United States,Multiple,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: La Valise,"Inspired design with local flair and warm hospitality in Mexico City, Tulum and San Miguel de Allende.",No,North America,Mexico,Multiple,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
Evergreen,Hotel Detail Page: Lignée Hotels,Chic Parisian retreats with prime locations and luxe spas.,No,Europe,France,Paris,Fora Reserve,General ,General,Yes,Magic Page,,,,,,,,
